resource	path	type	required	default	validation	classification	owner	mutability	enforcement	moduleInteraction	migration	rule	purpose	decision
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaces	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	namespaces specifies a static list of namespace names that the term applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.topologyKey	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	This pod should be co-located (affinity) or not co-located (anti-affinity) with the pods matching the labelSelector in the specified namespaces, where co-located is defined as running on a node whose value of the label with key topologyKey matches that of any node on which any of the selected pods is running.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].weight	integer	true	-	format=int32	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	weight associated with matching the corresponding podAffinityTerm, in the range 1-100.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	If the affinity requirements specified by this field are not met at scheduling time, the pod will not be scheduled onto the node.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].labelSelector	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A label query over a set of resources, in this case pods.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].labelSelector.matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].labelSelector.matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].labelSelector.matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].labelSelector.matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	values is an array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].labelSelector.matchLabels	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchLabels is a map of {key,value} pairs.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].matchLabelKeys	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	MatchLabelKeys is a set of pod label keys to select which pods will be taken into consideration.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].mismatchLabelKeys	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	MismatchLabelKeys is a set of pod label keys to select which pods will be taken into consideration.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].namespaceSelector	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A label query over the set of namespaces that the term applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].namespaceSelector.matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].namespaceSelector.matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].namespaceSelector.matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].namespaceSelector.matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	values is an array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].namespaceSelector.matchLabels	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchLabels is a map of {key,value} pairs.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].namespaces	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	namespaces specifies a static list of namespace names that the term applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.requiredDuringSchedulingIgnoredDuringExecution[].topologyKey	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	This pod should be co-located (affinity) or not co-located (anti-affinity) with the pods matching the labelSelector in the specified namespaces, where co-located is defined as running on a node whose value of the label with key topologyKey matches that of any node on which any of the selected pods is running.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Describes pod anti-affinity scheduling rules (e.g.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	The scheduler will prefer to schedule pods to nodes that satisfy the anti-affinity expressions specified by this field, but it may choose a node that violates one or more of the expressions.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm	object	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Required.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A label query over a set of resources, in this case pods.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	values is an array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchLabels	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchLabels is a map of {key,value} pairs.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.matchLabelKeys	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	MatchLabelKeys is a set of pod label keys to select which pods will be taken into consideration.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.mismatchLabelKeys	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	MismatchLabelKeys is a set of pod label keys to select which pods will be taken into consideration.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A label query over the set of namespaces that the term applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	values is an array of string values.	-
